"cesd_raw","cesd_theta","prom_theta","prom_pattern","prom_theta_eqp","prom_theta_cp"
0,-1.37836378142118,-0.371647835141957,-0.595278745234691,-1.64192152505011,-1.21895677219157
0,-1.98194605851249,-1.75739048246308,-1.149936809815,-1.64192152505011,-1.21895677219157
0,-2.07597147729628,-1.84500484602931,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.69895930471309,-1.72040566491957,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.56319569519687,-1.14978546543323,-1.1325813869786,-1.64192152505011,-1.21895677219157
0,-2.33559048021433,-2.09515033987255,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.56966749791536,-1.89918896748881,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.4776752907974,-0.473737552370803,-0.299171620716871,-1.64192152505011,-1.21895677219157
0,-1.18086725581072,-1.75794107131689,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.01402084804769,-1.01647722610937,-0.723208234207383,-1.64192152505011,-1.21895677219157
0,-1.31703948636965,-0.823568187159225,-1.18097706720099,-1.64192152505011,-1.21895677219157
0,-1.83616374833869,-2.84622144235622,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.30279570512651,-1.17476939518973,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.31715313014496,-0.847860187616053,-1.15104200572468,-1.64192152505011,-1.21895677219157
0,-1.16298097065187,-0.220978073605171,-0.0713051033735518,-1.64192152505011,-1.21895677219157
0,-0.858216444292003,-1.02512445603771,-0.926157826955104,-1.64192152505011,-1.21895677219157
0,-1.31953056537916,-1.96229337567081,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.45264581725169,-1.04033143076135,-0.618931819982144,-1.64192152505011,-1.21895677219157
0,-2.74913782615498,-2.99321195429643,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.65605000746109,-2.58387563488639,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.3872343763874,-1.29466609518201,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-2.34503210185734,-2.26534121944992,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.03703040074853,-1.60049219664417,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.3611929975249,-1.11646030732602,-1.18097706720099,-1.64192152505011,-1.21895677219157
0,-1.57842742870237,-1.39455099392364,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-1.51201732266582,-1.06056523126704,-0.669681798680569,-1.64192152505011,-1.21895677219157
0,-2.37881595932094,-2.55232498780814,-1.59471843064616,-1.64192152505011,-1.21895677219157
0,-0.7196568179643,-0.717408197616744,-0.906728746806922,-1.64192152505011,-1.21895677219157
0,-1.33091890262228,-0.887801085677075,-0.865567781875567,-1.64192152505011,-1.21895677219157
0,-0.86121162098802,-1.20967697038703,-1.07350821817176,-1.64192152505011,-1.21895677219157
0,-2.09791519059017,-0.285096867535674,-0.0693858212181156,-1.64192152505011,-1.21895677219157
0,-2.24210050840032,-2.81110156638983,-1.19574449225543,-1.64192152505011,-1.21895677219157
